@id,@lon,@lat,@user,name,name:en,website,operator,brand,opening_hours,wheelchair,wheelchair:description,email,phone,fax,addr:country,addr:city,addr:street,addr:housenumber,addr:postcode,internet_access:fee,stars,rooms,smoking,outdoor_seating,pets_allowed,swimming_pool,network,payment:cash,payment:mastercard,payment:visa,payment:american_express,payment:diners_club,payment:maestro,building
309875316,21.4354569,41.9945625,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309875317,21.4355890,41.9948060,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369390741,21.4491287,41.9975041,Johnny Mapperseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370100450,21.4345153,41.9974641,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370100853,21.4346179,41.9973846,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370101632,21.4344293,41.9971761,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370405641,21.4308440,41.9962118,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370405643,21.4301513,41.9963343,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658678,21.4527867,41.9986411,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658683,21.4527837,41.9985903,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658687,21.4529780,41.9985840,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658692,21.4535644,41.9985650,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658697,21.4535899,41.9989986,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658702,21.4530295,41.9989815,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658706,21.4528339,41.9989879,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395658711,21.4528251,41.9988367,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416417189,21.4549310,41.9899385,Hakan Koyunlular,hotel porta,,http://www.hotelporta.com.mk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416452220,21.4198508,41.9899482,borces,Хотел 7,Hotel 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553418341,21.4293538,41.9970243,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553418345,21.4294404,41.9968982,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553418347,21.4292967,41.9968437,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360100707,21.4191788,41.9949990,ggulabovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360100713,21.4192742,41.9950966,ggulabovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360100724,21.4192903,41.9950107,ggulabovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360100761,21.4191654,41.9950869,ggulabovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360107637,21.4161298,41.9953264,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360107638,21.4159877,41.9952209,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360107640,21.4160104,41.9953400,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360107686,21.4161063,41.9952086,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375310210,21.4386882,41.9995866,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375310225,21.4387914,41.9991374,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375310244,21.4385740,41.9991098,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375310249,21.4384708,41.9995590,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378197244,21.4401520,41.9801920,MatejMecka,Hotel Orange Inn,,https://www.booking.com/hotel/mk/orange-inn.en-gb.html?sid=1ddd35f0ef4f22510d37f152a78ce4a3,,,,,,info@orangeinn.com.mk,+38922772254,,,,,,,,,,,,,,,,,,,,,
1381642413,21.4249793,41.9801123,borces,Хотел Турена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381642430,21.4262323,41.9843835,borces,Александар,Aleksandar,,,,,,,,,,,,Востаничка,24,,,,,,,,,,,,,,,,
1499057720,21.4329531,41.9948912,Robert Whittaker,Hotel City Central International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640353894,21.4138267,41.9904962,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640353895,21.4139364,41.9905922,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640353896,21.4140342,41.9905642,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640353897,21.4139791,41.9904250,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750138779,21.4247230,41.9986814,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750138786,21.4243508,41.9986216,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750138788,21.4245960,41.9987860,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851811713,21.4197970,41.9945395,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851811715,21.4198282,41.9943979,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851811737,21.4193183,41.9943358,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858969947,21.4300513,41.9960773,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858969948,21.4292118,41.9969704,TheBlackMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858997441,21.4296443,41.9962404,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858997443,21.4295412,41.9961810,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858997459,21.4293488,41.9963656,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858997461,21.4294518,41.9964250,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859990379,21.4428088,41.9967150,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859990460,21.4428183,41.9965162,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859990482,21.4425154,41.9965086,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859990580,21.4425076,41.9967078,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859990644,21.4426618,41.9967112,Dekacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043009,21.4530251,41.9989057,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043045,21.4527101,41.9988404,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043073,21.4527047,41.9987472,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043097,21.4531140,41.9990140,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043100,21.4526986,41.9986439,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860043121,21.4531074,41.9989030,borces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
